Investor_ID,Longevity,Female,Age,Income,ProfManage,Diversification,Affordability,Liquidity,Growth,Trustworthiness,Technology,Integrity,BrandValue,AUM,Persona_Cluster,Recommended_Fund_Type,Recommended_Distributor_To_Contact
417,12,0,2,3,3,4,1,3,7,4,2,4,4,4217743,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
418,23,0,3,3,6,5,1,2,6,6,1,7,6,7891310,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
419,22,0,3,3,7,5,0,0,5,7,2,6,7,7211387,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
420,24,0,3,3,6,4,1,0,7,7,1,7,6,7436417,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
421,5,0,1,4,3,4,1,1,5,3,6,4,5,3379430,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
422,16,0,2,4,4,4,0,1,4,4,5,6,7,6568188,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
423,24,0,3,4,3,5,2,1,4,6,5,2,2,17049629,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
424,25,0,3,4,4,7,1,0,6,6,6,2,6,18618129,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
425,1,1,1,1,1,2,6,4,3,3,5,2,2,99984,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
426,1,1,1,1,2,1,6,3,4,2,6,2,1,100112,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
427,8,1,2,1,1,2,6,5,4,4,2,4,2,146162,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
428,1,1,1,2,2,1,4,4,5,2,7,2,1,259744,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
429,9,1,2,2,4,3,5,6,5,3,5,3,4,2124540,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
430,10,1,2,2,3,4,5,6,6,3,6,3,4,2390941,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
431,12,1,2,2,4,4,4,5,5,2,6,2,4,2632815,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
432,18,1,3,2,7,7,3,7,7,5,2,7,6,4451897,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
433,4,1,1,3,2,3,2,4,5,4,6,3,3,1579638,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
434,12,1,2,3,4,4,2,3,6,4,3,4,3,4231190,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
435,13,1,2,3,3,4,3,3,5,5,2,3,4,4327040,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
436,14,1,2,3,3,4,1,3,7,4,2,4,4,4143638,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
437,16,1,2,3,4,4,2,3,5,5,1,3,3,4880314,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
438,23,1,3,3,6,4,1,0,7,7,1,7,6,7528152,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
439,7,1,1,4,5,7,1,1,4,4,6,4,7,4054362,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
440,25,1,3,4,4,6,1,0,4,6,5,5,7,12811334,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
441,2,0,1,2,2,1,4,4,5,2,7,2,1,273731,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
442,4,0,1,3,2,3,2,4,5,4,6,3,3,1350368,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
443,5,0,1,4,4,7,1,1,5,3,4,4,4,3352875,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
444,10,0,2,2,4,4,4,5,5,2,6,2,4,2730641,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
445,12,0,2,3,4,4,2,3,6,4,3,4,3,4847686,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
446,12,0,2,3,3,4,1,3,7,4,2,4,4,4219405,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
447,16,0,2,4,3,5,0,1,6,4,6,5,7,6569236,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
448,19,0,3,2,6,6,3,6,6,6,2,6,7,4753824,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
449,22,0,3,3,7,5,0,0,5,7,2,6,7,7214509,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
450,25,0,3,4,5,6,1,0,4,6,3,4,7,18777417,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
451,1,1,1,2,2,1,4,4,5,2,7,2,1,260399,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
452,4,1,1,3,2,3,2,4,5,4,6,3,3,1577281,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
453,7,1,1,4,5,6,1,1,5,4,3,6,7,4080610,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
454,10,1,2,2,3,4,5,6,6,3,6,3,4,2351317,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
455,16,1,2,3,4,4,2,3,5,5,1,3,3,4891746,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
456,13,1,2,3,3,4,3,3,5,5,2,3,4,4387656,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
457,18,1,3,2,7,7,3,7,7,5,2,7,6,4517212,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
458,23,1,3,3,6,4,1,0,7,7,1,7,6,7615309,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
459,12,1,2,2,4,4,4,5,5,2,6,2,4,2666810,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
460,25,1,3,4,3,7,1,0,6,6,3,6,4,12790708,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
461,1,0,1,1,1,2,6,4,3,3,5,2,2,98082,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
462,2,0,1,1,2,1,6,3,4,2,6,2,1,99359,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
463,8,0,2,1,0,1,7,5,3,3,3,4,3,180051,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
464,8,0,2,1,1,2,6,5,4,4,2,4,2,159838,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
465,18,0,3,1,2,0,7,7,3,6,0,6,6,459685,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
466,2,0,1,2,2,1,4,4,5,2,7,2,1,273595,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
467,9,0,2,2,4,3,5,6,5,3,5,3,4,2273429,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
468,9,0,2,2,3,4,5,6,6,3,6,3,4,2379313,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
469,10,0,2,2,4,4,4,5,5,2,6,2,4,2704090,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
470,11,0,2,2,4,3,6,5,4,2,5,1,4,2825881,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
471,19,0,3,2,6,6,3,6,6,6,2,6,7,4727126,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
472,19,0,3,2,7,7,3,7,7,5,2,7,6,4482981,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
473,4,0,1,3,2,3,2,4,5,4,6,3,3,1308923,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
474,4,0,1,3,2,4,1,3,5,4,7,3,3,1606937,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
475,12,0,2,3,4,4,2,3,6,4,3,4,3,4871417,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
476,13,0,2,3,3,4,3,3,5,5,2,3,4,4363441,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
477,12,0,2,3,3,4,1,3,7,4,2,4,4,4232133,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
478,23,0,3,3,6,5,1,2,6,6,1,7,6,7916834,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
479,22,0,3,3,7,5,0,0,5,7,2,6,7,7132453,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
480,24,0,3,3,6,4,1,0,7,7,1,7,6,7401396,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
481,5,0,1,4,5,7,1,1,7,3,4,7,6,3391771,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
482,16,0,2,4,3,4,0,1,7,4,3,7,4,6567149,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
483,24,0,3,4,4,4,2,1,4,6,6,2,2,16464386,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
484,25,0,3,4,5,4,1,0,4,6,3,5,6,18681825,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
485,1,1,1,1,1,2,6,4,3,3,5,2,2,99180,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
486,1,1,1,1,2,1,6,3,4,2,6,2,1,99592,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
487,8,1,2,1,1,2,6,5,4,4,2,4,2,148239,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
488,1,1,1,2,2,1,4,4,5,2,7,2,1,250655,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
489,9,1,2,2,4,3,5,6,5,3,5,3,4,2186425,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
490,10,1,2,2,3,4,5,6,6,3,6,3,4,2369545,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
491,12,1,2,2,4,4,4,5,5,2,6,2,4,2634374,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
492,18,1,3,2,7,7,3,7,7,5,2,7,6,4472845,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
493,4,1,1,3,2,3,2,4,5,4,6,3,3,1584416,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
494,12,1,2,3,4,4,2,3,6,4,3,4,3,4312023,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
495,13,1,2,3,3,4,3,3,5,5,2,3,4,4350112,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
496,14,1,2,3,3,4,1,3,7,4,2,4,4,4175736,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
497,16,1,2,3,4,4,2,3,5,5,1,3,3,4867129,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
498,23,1,3,3,6,4,1,0,7,7,1,7,6,7534605,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
499,7,1,1,4,4,7,1,1,4,4,4,2,4,4010459,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
500,25,1,3,4,5,5,1,0,6,6,4,5,7,12473305,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
501,1,0,1,1,1,2,6,4,3,3,5,2,2,98107,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
502,2,0,1,1,2,1,6,3,4,2,6,2,1,99016,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
503,8,0,2,1,0,1,7,5,3,3,3,4,3,180096,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
504,8,0,2,1,1,2,6,5,4,4,2,4,2,159910,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
505,18,0,3,1,2,0,7,7,3,6,0,6,6,459392,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
506,2,0,1,2,2,1,4,4,5,2,7,2,1,273302,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
507,9,0,2,2,4,3,5,6,5,3,5,3,4,2333574,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
508,9,0,2,2,3,4,5,6,6,3,6,3,4,2431080,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
509,10,0,2,2,4,4,4,5,5,2,6,2,4,2773456,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
510,11,0,2,2,4,3,6,5,4,2,5,1,4,2871335,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
511,19,0,3,2,6,6,3,6,6,6,2,6,7,4722752,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
512,19,0,3,2,7,7,3,7,7,5,2,7,6,4470178,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
513,4,0,1,3,2,3,2,4,5,4,6,3,3,1342320,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
514,4,0,1,3,2,4,1,3,5,4,7,3,3,1634701,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
515,12,0,2,3,4,4,2,3,6,4,3,4,3,4860112,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
516,13,0,2,3,3,4,3,3,5,5,2,3,4,4380003,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
517,12,0,2,3,3,4,1,3,7,4,2,4,4,4164384,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
518,23,0,3,3,6,5,1,2,6,6,1,7,6,7875619,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
519,22,0,3,3,7,5,0,0,5,7,2,6,7,7195017,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
520,24,0,3,3,6,4,1,0,7,7,1,7,6,7437988,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
521,5,0,1,4,3,7,1,1,5,3,4,7,7,3363058,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
522,16,0,2,4,4,4,0,1,4,4,3,3,7,6569722,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
523,24,0,3,4,5,5,2,1,4,6,6,2,2,17012749,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
524,25,0,3,4,4,5,1,0,4,6,4,7,4,18848667,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
525,1,1,1,1,1,2,6,4,3,3,5,2,2,99015,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
526,1,1,1,1,2,1,6,3,4,2,6,2,1,99185,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
527,8,1,2,1,1,2,6,5,4,4,2,4,2,136316,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
528,1,1,1,2,2,1,4,4,5,2,7,2,1,248297,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
529,9,1,2,2,4,3,5,6,5,3,5,3,4,2152858,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
530,10,1,2,2,3,4,5,6,6,3,6,3,4,2325121,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
531,12,1,2,2,4,4,4,5,5,2,6,2,4,2662444,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
532,18,1,3,2,7,7,3,7,7,5,2,7,6,4444740,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
533,4,1,1,3,2,3,2,4,5,4,6,3,3,1567500,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
534,12,1,2,3,4,4,2,3,6,4,3,4,3,4293249,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
535,13,1,2,3,3,4,3,3,5,5,2,3,4,4420305,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
536,14,1,2,3,3,4,1,3,7,4,2,4,4,4188511,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
537,16,1,2,3,4,4,2,3,5,5,1,3,3,4854320,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
538,23,1,3,3,6,4,1,0,7,7,1,7,6,7677501,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
539,7,1,1,4,3,4,1,1,7,4,4,3,4,4087027,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
540,25,1,3,4,3,7,1,0,3,6,6,5,5,12662672,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
541,2,0,1,2,2,1,4,4,5,2,7,2,1,273899,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
542,4,0,1,3,2,3,2,4,5,4,6,3,3,1269826,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
543,5,0,1,4,4,7,1,1,6,3,4,5,4,3378189,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
544,10,0,2,2,4,4,4,5,5,2,6,2,4,2661299,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
545,12,0,2,3,4,4,2,3,6,4,3,4,3,4853462,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
546,12,0,2,3,3,4,1,3,7,4,2,4,4,4187320,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
547,16,0,2,4,4,6,0,1,3,4,6,7,6,6568573,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
548,19,0,3,2,6,6,3,6,6,6,2,6,7,4757053,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
549,22,0,3,3,7,5,0,0,5,7,2,6,7,7209366,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
550,25,0,3,4,3,6,1,0,6,6,6,6,7,18736668,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
551,1,1,1,2,2,1,4,4,5,2,7,2,1,256193,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
552,4,1,1,3,2,3,2,4,5,4,6,3,3,1538523,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
553,7,1,1,4,5,7,1,1,4,4,3,7,6,4046670,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
554,10,1,2,2,3,4,5,6,6,3,6,3,4,2373567,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
555,16,1,2,3,4,4,2,3,5,5,1,3,3,4840601,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
556,13,1,2,3,3,4,3,3,5,5,2,3,4,4332655,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
557,18,1,3,2,7,7,3,7,7,5,2,7,6,4534398,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
558,23,1,3,3,6,4,1,0,7,7,1,7,6,7604796,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
559,12,1,2,2,4,4,4,5,5,2,6,2,4,2664464,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
560,25,1,3,4,3,4,1,0,6,6,3,6,7,13296936,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
561,1,0,1,1,1,2,6,4,3,3,5,2,2,98110,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
562,2,0,1,1,2,1,6,3,4,2,6,2,1,99019,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
563,8,0,2,1,0,1,7,5,3,3,3,4,3,180140,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
564,8,0,2,1,1,2,6,5,4,4,2,4,2,160044,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
565,18,0,3,1,2,0,7,7,3,6,0,6,6,459380,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
566,2,0,1,2,2,1,4,4,5,2,7,2,1,273696,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
567,9,0,2,2,4,3,5,6,5,3,5,3,4,2356487,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
568,9,0,2,2,3,4,5,6,6,3,6,3,4,2447365,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
569,10,0,2,2,4,4,4,5,5,2,6,2,4,2757914,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
570,11,0,2,2,4,3,6,5,4,2,5,1,4,2873833,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
571,19,0,3,2,6,6,3,6,6,6,2,6,7,4680870,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
572,19,0,3,2,7,7,3,7,7,5,2,7,6,4498075,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
573,4,0,1,3,2,3,2,4,5,4,6,3,3,1325817,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
574,4,0,1,3,2,4,1,3,5,4,7,3,3,1676911,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
575,12,0,2,3,4,4,2,3,6,4,3,4,3,4873648,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
576,13,0,2,3,3,4,3,3,5,5,2,3,4,4421514,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
577,12,0,2,3,3,4,1,3,7,4,2,4,4,4156482,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
578,23,0,3,3,6,5,1,2,6,6,1,7,6,7929294,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
579,22,0,3,3,7,5,0,0,5,7,2,6,7,7173928,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
580,24,0,3,3,6,4,1,0,7,7,1,7,6,7427498,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
581,5,0,1,4,4,4,1,1,4,3,6,4,7,3361098,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
582,16,0,2,4,4,7,0,1,7,4,6,4,4,6566904,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
583,24,0,3,4,4,4,2,1,6,6,6,2,2,17234366,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
584,25,0,3,4,5,4,1,0,6,6,5,6,6,18915151,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
585,1,1,1,1,1,2,6,4,3,3,5,2,2,99355,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
586,1,1,1,1,2,1,6,3,4,2,6,2,1,100057,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
587,8,1,2,1,1,2,6,5,4,4,2,4,2,138178,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
588,1,1,1,2,2,1,4,4,5,2,7,2,1,255409,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
589,9,1,2,2,4,3,5,6,5,3,5,3,4,2165231,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
590,10,1,2,2,3,4,5,6,6,3,6,3,4,2344214,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
591,12,1,2,2,4,4,4,5,5,2,6,2,4,2674288,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
592,18,1,3,2,7,7,3,7,7,5,2,7,6,4482893,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
593,4,1,1,3,2,3,2,4,5,4,6,3,3,1553042,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
594,12,1,2,3,4,4,2,3,6,4,3,4,3,4271244,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
595,13,1,2,3,3,4,3,3,5,5,2,3,4,4415154,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
596,14,1,2,3,3,4,1,3,7,4,2,4,4,4133942,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
597,16,1,2,3,4,4,2,3,5,5,1,3,3,4837867,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
598,23,1,3,3,6,4,1,0,7,7,1,7,6,7544877,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
599,7,1,1,4,5,6,1,1,3,4,6,7,4,4066914,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
600,25,1,3,4,3,6,1,0,4,6,3,7,7,12524365,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
601,1,0,1,1,1,2,6,4,3,3,5,2,2,98061,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
602,2,0,1,1,2,1,6,3,4,2,6,2,1,98997,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
603,8,0,2,1,0,1,7,5,3,3,3,4,3,180381,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
604,8,0,2,1,1,2,6,5,4,4,2,4,2,159822,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
605,18,0,3,1,2,0,7,7,3,6,0,6,6,459527,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
606,2,0,1,2,2,1,4,4,5,2,7,2,1,273437,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
607,9,0,2,2,4,3,5,6,5,3,5,3,4,2336849,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
608,9,0,2,2,3,4,5,6,6,3,6,3,4,2452482,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
609,10,0,2,2,4,4,4,5,5,2,6,2,4,2714647,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
610,11,0,2,2,4,3,6,5,4,2,5,1,4,2886400,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
611,19,0,3,2,6,6,3,6,6,6,2,6,7,4757578,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
612,19,0,3,2,7,7,3,7,7,5,2,7,6,4483269,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
613,4,0,1,3,2,3,2,4,5,4,6,3,3,1282257,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
614,4,0,1,3,2,4,1,3,5,4,7,3,3,1679595,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
615,12,0,2,3,4,4,2,3,6,4,3,4,3,4870621,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
616,13,0,2,3,3,4,3,3,5,5,2,3,4,4380457,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
617,12,0,2,3,3,4,1,3,7,4,2,4,4,4163622,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
618,23,0,3,3,6,5,1,2,6,6,1,7,6,7868448,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
619,22,0,3,3,7,5,0,0,5,7,2,6,7,7151618,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
620,24,0,3,3,6,4,1,0,7,7,1,7,6,7393137,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
621,5,0,1,4,4,5,1,1,3,3,5,6,4,3414414,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
622,16,0,2,4,5,7,0,1,4,4,6,5,5,6567437,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
623,24,0,3,4,3,7,2,1,5,6,4,2,2,16829954,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
624,25,0,3,4,3,6,1,0,6,6,5,3,6,18616485,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
625,1,1,1,1,1,2,6,4,3,3,5,2,2,99532,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
626,1,1,1,1,2,1,6,3,4,2,6,2,1,99390,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
